OBJECTID;equipamien;x;y;identifica;codvia;numportal;telefono;geo_shape;geo_point_2d
21822;UNIDAD DE SERVICIOS GERONTOLÓGICOS S.L.U;724975.724;4371893.043;009681;36000;14;963363184;"{""coordinates"": [-0.3847684988501576, 39.46723421794073], ""type"": ""Point""}";39.46723421794073, -0.3847684988501576
22271;INSTITUTO GERIÁTRICO VALENCIANO, S.L;729609.33;4373793.738;009598;81176;60;963563122;"{""coordinates"": [-0.33030507720399543, 39.483118662658796], ""type"": ""Point""}";39.483118662658796, -0.33030507720399543
21522;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES SAN JOSÉ;728157.2666533;4373150.51465353;003465;81437;8;963621757;"{""coordinates"": [-0.34604694692202403, 39.47956679232219], ""type"": ""Point""}";39.47956679232219, -0.34604694692202403
21897;AULAS DE TERCERA EDAD JESÚS PATRAIX;726704.262;4371813.067;001438;43290;30;963819999;"{""coordinates"": [-0.36472212286315797, 39.46606088494316], ""type"": ""Point""}";39.46606088494316, -0.36472212286315797
22236;ASOCIACIÓN EMPRESARIAL DE RESIDENCIAS Y SERVICIOS SOCIALES DE LA COMUNIDAD VALENCIANA - AERTE;721325.926;4375349.787;001400;76320;2;963571710;"{""coordinates"": [-0.4260075931350785, 39.4992962065423], ""type"": ""Point""}";39.4992962065423, -0.4260075931350785
21856;RESIDENCIA DE TERCERA EDAD Y CENTRO DE DÍA PALACIO DE RAGA;725420.22;4373081.8;006786;8100;2527;963917469;"{""coordinates"": [-0.37920476832692707, 39.47781813309254], ""type"": ""Point""}";39.47781813309254, -0.37920476832692707
22114;CLUB DE JUBILADOS Y PENSIONISTAS SAN ISIDRO;723083.156;4370289.997;003510;67860;4;963777132;"{""coordinates"": [-0.4072832266186531, 39.45329709299124], ""type"": ""Point""}";39.45329709299124, -0.4072832266186531
20163;AMMCOVA - ASOCIACIÓN DE MUJERES MASTECTOMIZADAS (Y AFECTADAS DE CÁNCER DE MAMA) DE LA COMUNIDAD VALENCIANA;725814.446;4372026.568;001447;0;100;963523696;"{""coordinates"": [-0.3823022878128172, 39.469454518886], ""type"": ""Point""}";39.469454518886, -0.3823022878128172
22316;CLUB DE JUBILADOS Y PENSIONISTAS PATRAIX;724462.779;4371322.06;003509;81329;8;963803555;"{""coordinates"": [-0.3909174840017929, 39.462228543960485], ""type"": ""Point""}";39.462228543960485, -0.3909174840017929
21834;ASOCIACIÓN PRO-TERCERA EDAD-PROTEED;724649.751;4370323.765;001533;43290;30;963570858;"{""coordinates"": [-0.3890822466170426, 39.45319385830225], ""type"": ""Point""}";39.45319385830225, -0.3890822466170426
22292;CLUB DE JUBILADOS Y PENSIONISTAS DE BENIMACLET;727170.605;4374004.106;003474;74430;22;963627284;"{""coordinates"": [-0.35856033027670314, 39.485659552395184], ""type"": ""Point""}";39.485659552395184, -0.35856033027670314
22081;ANDE.COMUNIDAD VALENCIANA;725820.024;4374869.601;010138;1950;9;607645768;"{""coordinates"": [-0.37395553406185794, 39.493805544199674], ""type"": ""Point""}";39.493805544199674, -0.37395553406185794
22187;RESIDENCIA L'ACOLLIDA-PARROQUIA ESPIRITU SANTO;728889.06;4372338.96;006789;21420;2022;963722337;"{""coordinates"": [-0.33917049324433457, 39.47021632382146], ""type"": ""Point""}";39.47021632382146, -0.33917049324433457
22059;FUNDACIÓN AGM. AMICS DE LA GENT MAJOR;724688.067;4372239.933;009387;28080;22;963841851;"{""coordinates"": [-0.38799228802776575, 39.47043178791811], ""type"": ""Point""}";39.47043178791811, -0.38799228802776575
21828;CLUB DE JUBILADOS Y PENSIONISTAS LA ISLA;728676.05;4372388.25;003506;41100;35ac;963561188;"{""coordinates"": [-0.34162740964305666, 39.47071655536613], ""type"": ""Point""}";39.47071655536613, -0.34162740964305666
22025;KUIDALIA;725617.322;4371449.102;009599;33630;49;963415633;"{""coordinates"": [-0.3774676495983328, 39.463070315013546], ""type"": ""Point""}";39.463070315013546, -0.3774676495983328
21403;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES HORNO ALCEDO;725931.43221329;4368082.93730369;003443;64540;2;963759587;"{""coordinates"": [-0.37361519797930137, 39.43453957215107], ""type"": ""Point""}";39.43453957215107, -0.37361519797930137
22322;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES NAZARET;729464.414;4369947.987;003454;6180;4;962087420;"{""coordinates"": [-0.33331075406782296, 39.448542301049855], ""type"": ""Point""}";39.448542301049855, -0.33331075406782296
22079;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES RUZAFA;725855.91929912;4371040.28254404;003658;21930;63;963812337;"{""coordinates"": [-0.37483530781972724, 39.45932790838267], ""type"": ""Point""}";39.45932790838267, -0.37483530781972724
20930;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MALILLA;725721.67576619;4370564.56566391;003540;40170;18;963343455;"{""coordinates"": [-0.37655495971425257, 39.45508109519492], ""type"": ""Point""}";39.45508109519492, -0.37655495971425257
21840;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENICALAP;724024.61;4375146.98;003424;42750;S/N;963385214;"{""coordinates"": [-0.39472074293148945, 39.49677185655725], ""type"": ""Point""}";39.49677185655725, -0.39472074293148945
21826;RESIDENCIA PARA PERSONAS MAYORES DEPENDIENTES NUESTRA SEÑORA DE LOS DESAMPARADOS;723550.022;4371744.782;009666;51420;39;963708050;"{""coordinates"": [-0.4013752178753198, 39.46627108216833], ""type"": ""Point""}";39.46627108216833, -0.4013752178753198
21896;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES PATRAIX;724178.52;4371374.4;007843;66480;13ac;962087908;"{""coordinates"": [-0.3942008703772036, 39.462773691705195], ""type"": ""Point""}";39.462773691705195, -0.3942008703772036
23119;DEFENSORA DE LAS PERSONAS MAYORES;726805.82926653;4372793.79726617;003713;60630;s/n;962082510;"{""coordinates"": [-0.3632092307894967, 39.47486175069542], ""type"": ""Point""}";39.47486175069542, -0.3632092307894967
20938;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES TENDETES;724752.79425874;4373743.35372489;003861;29460;12;963385446;"{""coordinates"": [-0.3867339045807674, 39.48394751839855], ""type"": ""Point""}";39.48394751839855, -0.3867339045807674
20999;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENIFERRI;722967.51990159;4374693.88578619;007839;81639;1;618803940;"{""coordinates"": [-0.4071538282384812, 39.492968119641326], ""type"": ""Point""}";39.492968119641326, -0.4071538282384812
21801;RESIDENCIA PARA PERSONAS MAYORES DEPENDIENTES CENTRO DE MAYORES EL SALER;727310.85;4370241.73;009665;81385;20;963335330;"{""coordinates"": [-0.35821306420414906, 39.45175726343398], ""type"": ""Point""}";39.45175726343398, -0.35821306420414906
22117;CENTRE GESTOR D'AJUDA FAMILIAR S.L. (GRANS I XIQUETS);727085.211;4370931.685;009563;59610;103;963236336;"{""coordinates"": [-0.3605981433970007, 39.45802711442028], ""type"": ""Point""}";39.45802711442028, -0.3605981433970007
20953;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES REINO DE VALENCIA;724945.0612054;4372738.19873952;003462;24570;17;963913505;"{""coordinates"": [-0.38483961311512543, 39.47484966372428], ""type"": ""Point""}";39.47484966372428, -0.38483961311512543
22351;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES VIRGEN DE LOS DESAMPARADOS;723937.74227088;4371708.26002845;003466;51420;s/n;962084692;"{""coordinates"": [-0.3968848336811509, 39.46584156819919], ""type"": ""Point""}";39.46584156819919, -0.3968848336811509
21911;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES CAMPANAR;723877.21;4373412.09;003428;25830;11;962082895;"{""coordinates"": [-0.39699449977902945, 39.48115500016043], ""type"": ""Point""}";39.48115500016043, -0.39699449977902945
21122;VITALHOGAR;727016.583;4371420.804;010006;38670;87;963163866;"{""coordinates"": [-0.36122865691191364, 39.4624478015321], ""type"": ""Point""}";39.4624478015321, -0.36122865691191364
20985;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES TRINITAT;726073.25031168;4373743.8205764;007351;20520;1;963278293;"{""coordinates"": [-0.37139552851261365, 39.48360576369089], ""type"": ""Point""}";39.48360576369089, -0.37139552851261365
22270;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES BENIMÀMET;721980.26;4375630.66;003426;42810;2ac;963479497;"{""coordinates"": [-0.4183114494297648, 39.50165575179118], ""type"": ""Point""}";39.50165575179118, -0.4183114494297648
20691;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES LA LLUM;722399.65913611;4371933.10812941;003450;81128;S/N;962087464;"{""coordinates"": [-0.4133292454990931, 39.47011601827621], ""type"": ""Point""}";39.47011601827621, -0.4133292454990931
20818;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES MARCHALENES;725467.39126377;4374219.22927225;003452;60240;S/N;963486461;"{""coordinates"": [-0.380002500202514, 39.48705000038275], ""type"": ""Point""}";39.48705000038275, -0.380002500202514
20910;CENTRO MUNICIPAL DE ACTIVIDADES PARA PERSONAS MAYORES LA AMISTAD;727955.55742371;4372589.63909854;003568;77940;12;962082740;"{""coordinates"": [-0.34858158450648413, 39.47457173584545], ""type"": ""Point""}";39.47457173584545, -0.34858158450648413
21990;SERMEN. SERVICIOS DE ENFERMERIA Y MEDICINA LAPEÑA;729232.01;4367034.79;010003;81262;12ac;96;"{""coordinates"": [-0.33700808450898384, 39.42238268351148], ""type"": ""Point""}";39.42238268351148, -0.33700808450898384
22176;RESIDENCIA PARA PERSONAS MAYORES DEPENDIENTES AZAHAR;724483.934;4369630.34;006778;25080;10;963580058;"{""coordinates"": [-0.39124061990664, 39.4469953678527], ""type"": ""Point""}";39.4469953678527, -0.39124061990664
